,0,1,name
0,Price,600.3,PLLB
1,Mkt Cap,35805.0,PLLB
2,Vol,160.9,PLLB
3,P/E,15.6,PLLB
4,P/CF,14.9,PLLB
5,EPS (TTM),38.6,PLLB
6,% ch,-2.1,PLLB
7,No. of shares,59.65,PLLB
8,% ch week,8.2,PLLB
9,% ch 1-mth,42.7,PLLB
10,% ch 12-mth,54.0,PLLB
11,52 week H/L,634.5/271.0,PLLB
12,52weekHigh,634.5,PLLB
13,52weekLow,271.0,PLLB
14,Indian Promoters,27.7%,PLLB
15,Foreign collaborators,0.0%,PLLB
16,Indian inst/Mut Fund,37.8%,PLLB
17,FIIs,8.6%,PLLB
18,ADR/GDR,0.0%,PLLB
19,Free float,25.9%,PLLB
20,Shareholders,56241,PLLB
21,Pledged promoter(s) holding,0.0%,PLLB
22,REGD OFF,"201, Devavrata, Sector 17, Vashi, Navi Mumbai - 400 705",PLLB
23,E-MAIL,badree.komandur@stridesarco.com,PLLB
24,TELEPHONE,(080) 6784 0000,PLLB
25,SECTOR,PHARMACEUTICALS,PLLB
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",PLLB
27,AUDITOR,Deloitte Haskins & Sells,PLLB
28,CHM, Deepak Vaidya (MD),PLLB
29,COMP SEC, Badree Komandur (EVP-Finance),PLLB
30,YEAR OF INC, 1980,PLLB
31,BSE CODE, 532531,PLLB
32,FV (Rs), 10,PLLB
33,DIV YIELD (%), 0.5,PLLB
