,0,1,name
0,Price,14.5,YES
1,Mkt Cap,33123.0,YES
2,Vol,525.4,YES
3,P/E,-0.1,YES
4,P/CF,0.4,YES
5,EPS (TTM),-99.3,YES
6,% ch,-2.2,YES
7,No. of shares,2287.47,YES
8,% ch week,1.1,YES
9,% ch 1-mth,6.1,YES
10,% ch 12-mth,-77.0,YES
11,52 week H/L,88.0/5.6,YES
12,52weekHigh,88.0,YES
13,52weekLow,5.6,YES
14,Indian Promoters,22.1%,YES
15,Foreign collaborators,0.0%,YES
16,Indian inst/Mut Fund,20.7%,YES
17,FIIs,45.1%,YES
18,ADR/GDR,0.0%,YES
19,Free float,12.2%,YES
20,Shareholders,172309,YES
21,Pledged promoter(s) holding,3.6%,YES
22,REGD OFF,"9th Floor, Nehru Center, Discovery of India, Dr. A. B. Road, Worli, Mumbai-18",YES
23,E-MAIL,shareholders@yesbank.in,YES
24,TELEPHONE,(022) 3366 9000,YES
25,SECTOR,BANKING,YES
26,TR AGENT,"Karvy Computershare, 17-24, Vittalrao Nagar, Madhapur, Hyderabad-81",YES
27,AUDITOR,S. R. Batliboi & Co.,YES
28,CHM, Radha Singh,YES
29,COMP SEC, Shivanand R. Shettigar,YES
30,YEAR OF INC, 1998,YES
31,BSE CODE, 532648,YES
32,FV (Rs), 10,YES
33,DIV YIELD (%), 2.8,YES
