,0,1,name
0,Price,172.2,GJHC
1,Mkt Cap,17223.0,GJHC
2,Vol,114.5,GJHC
3,P/E,4.2,GJHC
4,P/CF,3.7,GJHC
5,EPS (TTM),40.6,GJHC
6,% ch,6.2,GJHC
7,No. of shares,100.02,GJHC
8,% ch week,13.4,GJHC
9,% ch 1-mth,13.2,GJHC
10,% ch 12-mth,-9.7,GJHC
11,52 week H/L,227.0/68.8,GJHC
12,52weekHigh,227.0,GJHC
13,52weekLow,68.8,GJHC
14,Indian Promoters,12.1%,GJHC
15,Foreign collaborators,5.5%,GJHC
16,Indian inst/Mut Fund,6.3%,GJHC
17,FIIs,7.5%,GJHC
18,ADR/GDR,0.0%,GJHC
19,Free float,68.6%,GJHC
20,Shareholders,63986,GJHC
21,Pledged promoter(s) holding,47.3%,GJHC
22,REGD OFF,"GHCL House, Opp. Punjabi Hall, Navrangpura, Ahmedabad - 380 009",GJHC
23,E-MAIL,secretarial@ghcl.co.in,GJHC
24,TELEPHONE,(079) 3932 4100,GJHC
25,SECTOR,CHEMICALS & PESTICIDES,GJHC
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",GJHC
27,AUDITOR,Jayantilal Thakkar & Co.,GJHC
28,CHM, Sanjay Dalmia,GJHC
29,COMP SEC, Bhuwneshwar Mishra,GJHC
30,YEAR OF INC, 1988,GJHC
31,BSE CODE, 500171,GJHC
32,FV (Rs), 10,GJHC
33,DIV YIELD (%), 2.8,GJHC
