,0,1,name
0,Price,3.2,KWDR
1,Mkt Cap,700.0,KWDR
2,Vol,0.2,KWDR
3,P/E,-0.0,KWDR
4,P/CF,0.3,KWDR
5,EPS (TTM),-137.6,KWDR
6,% ch,0.6,KWDR
7,No. of shares,218.73,KWDR
8,% ch week,-4.5,KWDR
9,% ch 1-mth,-6.2,KWDR
10,% ch 12-mth,42.9,KWDR
11,52 week H/L,6.0/1.3,KWDR
12,52weekHigh,6.0,KWDR
13,52weekLow,1.3,KWDR
14,Indian Promoters,36.8%,KWDR
15,Foreign collaborators,0.0%,KWDR
16,Indian inst/Mut Fund,0.0%,KWDR
17,FIIs,9.2%,KWDR
18,ADR/GDR,0.0%,KWDR
19,Free float,63.2%,KWDR
20,Shareholders,21556,KWDR
21,Pledged promoter(s) holding,91.2%,KWDR
22,REGD OFF,"KDIL House, F-82, Shivaji Place, rajouri Garden, New Delhi-110027",KWDR
23,E-MAIL,investor@kdil.in,KWDR
24,TELEPHONE,(011) 4700 6500,KWDR
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",KWDR
26,TR AGENT,"Beetal House, 3rd Floor, 99 Madangir, Harsukhdas Mandir, New Delhi-62",KWDR
27,AUDITOR,P. P. Mukerjee & Assoc.,KWDR
28,CHM, Sanjay Dhingra (MD),KWDR
29,COMP SEC, Deepa Kapoor,KWDR
30,YEAR OF INC, 1992,KWDR
31,BSE CODE, 531882,KWDR
32,FV (Rs), 1,KWDR
33,DIV YIELD (%), 3.4,KWDR
