,0,1,name
0,Price,1.2,ESILK
1,Mkt Cap,96.0,ESILK
2,Vol,18.1,ESILK
3,P/E,-0.8,ESILK
4,P/CF,0.3,ESILK
5,EPS (TTM),-1.6,ESILK
6,% ch,4.3,ESILK
7,No. of shares,78.95,ESILK
8,% ch week,4.3,ESILK
9,% ch 1-mth,18.4,ESILK
10,% ch 12-mth,-,ESILK
11,52 week H/L,1.3/0.5,ESILK
12,52weekHigh,1.3,ESILK
13,52weekLow,0.5,ESILK
14,Indian Promoters,51.3%,ESILK
15,Foreign collaborators,0.0%,ESILK
16,Indian inst/Mut Fund,5.5%,ESILK
17,FIIs,0.0%,ESILK
18,ADR/GDR,0.0%,ESILK
19,Free float,43.3%,ESILK
20,Shareholders,21576,ESILK
21,Pledged promoter(s) holding,100.0%,ESILK
22,REGD OFF,"19, R. N. Mukherjee Road, Kolkata - 700 001",ESILK
23,E-MAIL,esilk@giascl01.vsnl.co.in,ESILK
24,TELEPHONE,(033) 2243 0817 / 19,ESILK
25,SECTOR,TEXTILES,ESILK
26,TR AGENT,"ABS Consultant Pvt. Ltd., 99, Stephen House, BBD. Bag (E), Kolkatta-01",ESILK
27,AUDITOR,B. K. Shroff & Co.,ESILK
28,CHM, S. S. Shah (MD),ESILK
29,COMP SEC, Deepak Agarwal,ESILK
30,YEAR OF INC, 1959,ESILK
31,BSE CODE, 590022,ESILK
32,FV (Rs), 2,ESILK
33,DIV YIELD (%), -,ESILK
