,0,1,name
0,Price,173.7,KPIT
1,Mkt Cap,34305.0,KPIT
2,Vol,161.1,KPIT
3,P/E,15.3,KPIT
4,P/CF,9.9,KPIT
5,EPS (TTM),11.4,KPIT
6,% ch,0.3,KPIT
7,No. of shares,197.50,KPIT
8,% ch week,15.8,KPIT
9,% ch 1-mth,66.1,KPIT
10,% ch 12-mth,164.0,KPIT
11,52 week H/L,187.6/47.6,KPIT
12,52weekHigh,187.6,KPIT
13,52weekLow,47.6,KPIT
14,Indian Promoters,22.2%,KPIT
15,Foreign collaborators,0.0%,KPIT
16,Indian inst/Mut Fund,7.7%,KPIT
17,FIIs,37.7%,KPIT
18,ADR/GDR,0.0%,KPIT
19,Free float,32.4%,KPIT
20,Shareholders,36678,KPIT
21,Pledged promoter(s) holding,9.7%,KPIT
22,REGD OFF,"35 & 36, Rajiv Gandhi Infotech Park, MIDC, Hinjawadi, Pune - 411 057",KPIT
23,E-MAIL,Swaminathan.R@kpitcummins.com,KPIT
24,TELEPHONE,(020) 6652 5010,KPIT
25,SECTOR,SOFTWARE,KPIT
26,TR AGENT,"Link Intime India, No. 22, Akshay Complex, Off: Dhole Patil Road, Pune-01",KPIT
27,AUDITOR,B. S. R. & Co.,KPIT
28,CHM, S. B. Ravi Pandit,KPIT
29,COMP SEC, R. Swaminathan,KPIT
30,YEAR OF INC, 1990,KPIT
31,BSE CODE, 532400,KPIT
32,FV (Rs), 2,KPIT
33,DIV YIELD (%), 1.3,KPIT
