,0,1,name
0,Price,7130.0,MARUTI
1,Mkt Cap,2153830.0,MARUTI
2,Vol,1.8,MARUTI
3,P/E,54.3,MARUTI
4,P/CF,20.2,MARUTI
5,EPS (TTM),131.3,MARUTI
6,% ch,0.7,MARUTI
7,No. of shares,302.08,MARUTI
8,% ch week,5.3,MARUTI
9,% ch 1-mth,18.8,MARUTI
10,% ch 12-mth,14.0,MARUTI
11,52 week H/L,"7,755.0/4,002.0",MARUTI
12,52weekHigh,"7,755.0",MARUTI
13,52weekLow,"4,002.0",MARUTI
14,Indian Promoters,0.0%,MARUTI
15,Foreign collaborators,56.2%,MARUTI
16,Indian inst/Mut Fund,14.0%,MARUTI
17,FIIs,22.0%,MARUTI
18,ADR/GDR,0.0%,MARUTI
19,Free float,7.8%,MARUTI
20,Shareholders,100212,MARUTI
21,Pledged promoter(s) holding,0.0%,MARUTI
22,REGD OFF,"1, Nelson Mandela Road, Vasant Kunj, New Delhi - 110 070",MARUTI
23,E-MAIL,investor@maruti.co.in,MARUTI
24,TELEPHONE,(011) 4678 1000,MARUTI
25,SECTOR,AUTOMOBILES/VEHICLES,MARUTI
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",MARUTI
27,AUDITOR,Price Waterhouse,MARUTI
28,CHM, R. C. Bhargava,MARUTI
29,COMP SEC, S. Ravi Aiyar (CLO),MARUTI
30,YEAR OF INC, 1980,MARUTI
31,BSE CODE, 532500,MARUTI
32,FV (Rs), 5,MARUTI
33,DIV YIELD (%), 1.1,MARUTI
