,0,1,name
0,Price,2029.5,IPLB
1,Mkt Cap,256121.0,IPLB
2,Vol,1.5,IPLB
3,P/E,39.3,IPLB
4,P/CF,41.0,IPLB
5,EPS (TTM),51.7,IPLB
6,% ch,0.9,IPLB
7,No. of shares,126.20,IPLB
8,% ch week,1.4,IPLB
9,% ch 1-mth,13.9,IPLB
10,% ch 12-mth,108.4,IPLB
11,52 week H/L,"2,175.0/844.2",IPLB
12,52weekHigh,"2,175.0",IPLB
13,52weekLow,844.2,IPLB
14,Indian Promoters,45.9%,IPLB
15,Foreign collaborators,0.0%,IPLB
16,Indian inst/Mut Fund,11.4%,IPLB
17,FIIs,25.3%,IPLB
18,ADR/GDR,0.0%,IPLB
19,Free float,17.4%,IPLB
20,Shareholders,36892,IPLB
21,Pledged promoter(s) holding,2.1%,IPLB
22,REGD OFF,"48, Kandivli Industrial Estate, Kandivli (West), Mumbai - 400 067",IPLB
23,E-MAIL,investors@ipca.com,IPLB
24,TELEPHONE,(022) 6647 4444,IPLB
25,SECTOR,PHARMACEUTICALS,IPLB
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Cmpd., LBS Marg, Mumbai-78",IPLB
27,AUDITOR,Natvarlal Vepari & Co.,IPLB
28,CHM, Premchand Godha (MD),IPLB
29,COMP SEC, Harish P. Kamath (VP - Legal),IPLB
30,YEAR OF INC, 1949,IPLB
31,BSE CODE, 524494,IPLB
32,FV (Rs), 2,IPLB
33,DIV YIELD (%), 0.1,IPLB
