,0,1,name
0,Price,73.1,ASHBL
1,Mkt Cap,13671.0,ASHBL
2,Vol,187.5,ASHBL
3,P/E,3.5,ASHBL
4,P/CF,6.2,ASHBL
5,EPS (TTM),20.7,ASHBL
6,% ch,6.9,ASHBL
7,No. of shares,187.15,ASHBL
8,% ch week,-2.0,ASHBL
9,% ch 1-mth,27.7,ASHBL
10,% ch 12-mth,-28.6,ASHBL
11,52 week H/L,127.9/37.0,ASHBL
12,52weekHigh,127.9,ASHBL
13,52weekLow,37.0,ASHBL
14,Indian Promoters,67.5%,ASHBL
15,Foreign collaborators,0.0%,ASHBL
16,Indian inst/Mut Fund,12.4%,ASHBL
17,FIIs,3.7%,ASHBL
18,ADR/GDR,0.0%,ASHBL
19,Free float,16.4%,ASHBL
20,Shareholders,12114,ASHBL
21,Pledged promoter(s) holding,0.0%,ASHBL
22,REGD OFF,"S. No. 861, Ashoka House, Ashoka Marg, Nashik - 422 011",ASHBL
23,E-MAIL,investors@ashokabuildcon.com,ASHBL
24,TELEPHONE,(0253) 301 1705,ASHBL
25,SECTOR,CONSTRUCTION,ASHBL
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",ASHBL
27,AUDITOR,M. P. Chitale & Co.,ASHBL
28,CHM, Ashok M. Katariya,ASHBL
29,COMP SEC, Manoj A. Kulkarni,ASHBL
30,YEAR OF INC, 1993,ASHBL
31,BSE CODE, 533271,ASHBL
32,FV (Rs), 5,ASHBL
33,DIV YIELD (%), -,ASHBL
