,0,1,name
0,Price,45.3,TXML
1,Mkt Cap,5766.0,TXML
2,Vol,91.5,TXML
3,P/E,102.9,TXML
4,P/CF,74.7,TXML
5,EPS (TTM),0.4,TXML
6,% ch,10.8,TXML
7,No. of shares,127.43,TXML
8,% ch week,12.3,TXML
9,% ch 1-mth,31.2,TXML
10,% ch 12-mth,35.9,TXML
11,52 week H/L,56.2/22.5,TXML
12,52weekHigh,56.2,TXML
13,52weekLow,22.5,TXML
14,Indian Promoters,55.1%,TXML
15,Foreign collaborators,0.0%,TXML
16,Indian inst/Mut Fund,18.6%,TXML
17,FIIs,0.5%,TXML
18,ADR/GDR,0.0%,TXML
19,Free float,25.8%,TXML
20,Shareholders,28268,TXML
21,Pledged promoter(s) holding,1.0%,TXML
22,REGD OFF,"Belgharia, Kolkata - 700 056",TXML
23,E-MAIL,kaushik.sonee@texmaco.in,TXML
24,TELEPHONE,(033) 2569 1500,TXML
25,SECTOR,CAPITAL GOODS,TXML
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",TXML
27,AUDITOR,K. N. Gutgutia & Co.,TXML
28,CHM, S. K. Poddar,TXML
29,COMP SEC, kaushik Sonee,TXML
30,YEAR OF INC, 1939,TXML
31,BSE CODE, 505400,TXML
32,FV (Rs), 1,TXML
33,DIV YIELD (%), 0.4,TXML
