,0,1,name
0,Price,174.5,VGUARD
1,Mkt Cap,73808.0,VGUARD
2,Vol,1.6,VGUARD
3,P/E,39.9,VGUARD
4,P/CF,38.6,VGUARD
5,EPS (TTM),4.4,VGUARD
6,% ch,0.6,VGUARD
7,No. of shares,423.09,VGUARD
8,% ch week,7.6,VGUARD
9,% ch 1-mth,3.3,VGUARD
10,% ch 12-mth,-23.3,VGUARD
11,52 week H/L,259.7/149.0,VGUARD
12,52weekHigh,259.7,VGUARD
13,52weekLow,149.0,VGUARD
14,Indian Promoters,66.2%,VGUARD
15,Foreign collaborators,0.0%,VGUARD
16,Indian inst/Mut Fund,1.2%,VGUARD
17,FIIs,18.9%,VGUARD
18,ADR/GDR,0.0%,VGUARD
19,Free float,13.8%,VGUARD
20,Shareholders,19116,VGUARD
21,Pledged promoter(s) holding,0.0%,VGUARD
22,REGD OFF,"33/2905 F, Vennala High School Road, Vennala, Kochi-682 028",VGUARD
23,E-MAIL,jayasree@vguard.in,VGUARD
24,TELEPHONE,(0484) 300 5000,VGUARD
25,SECTOR,CAPITAL GOODS,VGUARD
26,TR AGENT,"Link Intime India, 35, May Flower Avenue, Souripalayam Rd, Coimbatore-28",VGUARD
27,AUDITOR,S. R. Batliboi & Assoc.,VGUARD
28,CHM, Kochouseph Chittilappilly,VGUARD
29,COMP SEC, Jayasree K,VGUARD
30,YEAR OF INC, 1996,VGUARD
31,BSE CODE, 532953,VGUARD
32,FV (Rs), 1,VGUARD
33,DIV YIELD (%), 0.5,VGUARD
