,0,1,name
0,Price,14.3,PATEL
1,Mkt Cap,1100.0,PATEL
2,Vol,141.3,PATEL
3,P/E,3.0,PATEL
4,P/CF,0.5,PATEL
5,EPS (TTM),4.8,PATEL
6,% ch,1.3,PATEL
7,No. of shares,76.81,PATEL
8,% ch week,1.6,PATEL
9,% ch 1-mth,-0.3,PATEL
10,% ch 12-mth,62.5,PATEL
11,52 week H/L,21.9/7.2,PATEL
12,52weekHigh,21.9,PATEL
13,52weekLow,7.2,PATEL
14,Indian Promoters,45.7%,PATEL
15,Foreign collaborators,0.0%,PATEL
16,Indian inst/Mut Fund,7.1%,PATEL
17,FIIs,2.3%,PATEL
18,ADR/GDR,0.0%,PATEL
19,Free float,45.0%,PATEL
20,Shareholders,70083,PATEL
21,Pledged promoter(s) holding,28.3%,PATEL
22,REGD OFF,"Patel Estate Road, Jogeshwari (West), Mumbai - 400 102",PATEL
23,E-MAIL,investors@pateleng.com,PATEL
24,TELEPHONE,(022) 2676 7500,PATEL
25,SECTOR,CONSTRUCTION,PATEL
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compound, LBS.Marg, Mumbai-78",PATEL
27,AUDITOR,Vatsaraj & Co.,PATEL
28,CHM, Pravin Patel,PATEL
29,COMP SEC, Shobha Shetty,PATEL
30,YEAR OF INC, 1949,PATEL
31,BSE CODE, 531120,PATEL
32,FV (Rs), 1,PATEL
33,DIV YIELD (%), -,PATEL
