,0,1,name
0,Price,664.7,KLOE
1,Mkt Cap,91489.0,KLOE
2,Vol,3.0,KLOE
3,P/E,187.1,KLOE
4,P/CF,60.1,KLOE
5,EPS (TTM),3.6,KLOE
6,% ch,-0.8,KLOE
7,No. of shares,137.65,KLOE
8,% ch week,3.1,KLOE
9,% ch 1-mth,4.2,KLOE
10,% ch 12-mth,-3.7,KLOE
11,52 week H/L,799.8/355.0,KLOE
12,52weekHigh,799.8,KLOE
13,52weekLow,355.0,KLOE
14,Indian Promoters,72.6%,KLOE
15,Foreign collaborators,0.0%,KLOE
16,Indian inst/Mut Fund,4.8%,KLOE
17,FIIs,9.8%,KLOE
18,ADR/GDR,0.0%,KLOE
19,Free float,12.8%,KLOE
20,Shareholders,22818,KLOE
21,Pledged promoter(s) holding,0.0%,KLOE
22,REGD OFF,"13/A, Karve Road, Kothrud, Pune 411 038",KLOE
23,E-MAIL,ashwini.mali@kirloskar.com,KLOE
24,TELEPHONE,(020) 2545 2721,KLOE
25,SECTOR,CAPITAL GOODS,KLOE
26,TR AGENT,"Link Intime India, 2nd Flr., Akshay Complex, Off Dhole Patil Rd., Pune-01",KLOE
27,AUDITOR,G. D. Apte & Co.,KLOE
28,CHM, Atul C. Kirloskar,KLOE
29,COMP SEC, Ashwini V. Mali,KLOE
30,YEAR OF INC, 1946,KLOE
31,BSE CODE, 500243,KLOE
32,FV (Rs), 2,KLOE
33,DIV YIELD (%), 0.3,KLOE
