,0,1,name
0,Price,475.8,GLNE
1,Mkt Cap,256429.0,GLNE
2,Vol,0.4,GLNE
3,P/E,59.6,GLNE
4,P/CF,46.3,GLNE
5,EPS (TTM),8.0,GLNE
6,% ch,0.7,GLNE
7,No. of shares,539.00,GLNE
8,% ch week,-0.2,GLNE
9,% ch 1-mth,9.6,GLNE
10,% ch 12-mth,-0.7,GLNE
11,52 week H/L,573.0/296.3,GLNE
12,52weekHigh,573.0,GLNE
13,52weekLow,296.3,GLNE
14,Indian Promoters,0.0%,GLNE
15,Foreign collaborators,69.3%,GLNE
16,Indian inst/Mut Fund,6.0%,GLNE
17,FIIs,9.7%,GLNE
18,ADR/GDR,0.0%,GLNE
19,Free float,15.0%,GLNE
20,Shareholders,16881,GLNE
21,Pledged promoter(s) holding,0.0%,GLNE
22,REGD OFF,"Nerolac House, Ganpatrao Kadam Marg, Lower Parel, Mumbai - 400 013",GLNE
23,E-MAIL,investor@nerolac.com,GLNE
24,TELEPHONE,(022) 2499 2796,GLNE
25,SECTOR,PAINTS,GLNE
26,TR AGENT,"Sharepro Serv., 13AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",GLNE
27,AUDITOR,BSR & Co.,GLNE
28,CHM, P. P. Shah,GLNE
29,COMP SEC, G. T. Govindarajan,GLNE
30,YEAR OF INC, 1920,GLNE
31,BSE CODE, 500165,GLNE
32,FV (Rs), 1,GLNE
33,DIV YIELD (%), 0.5,GLNE
