,0,1,name
0,Price,850.1,NTPH
1,Mkt Cap,141236.0,NTPH
2,Vol,30.0,NTPH
3,P/E,30.8,NTPH
4,P/CF,19.5,NTPH
5,EPS (TTM),27.6,NTPH
6,% ch,0.3,NTPH
7,No. of shares,166.15,NTPH
8,% ch week,4.0,NTPH
9,% ch 1-mth,16.5,NTPH
10,% ch 12-mth,55.6,NTPH
11,52 week H/L,898.0/450.0,NTPH
12,52weekHigh,898.0,NTPH
13,52weekLow,450.0,NTPH
14,Indian Promoters,52.0%,NTPH
15,Foreign collaborators,1.5%,NTPH
16,Indian inst/Mut Fund,7.8%,NTPH
17,FIIs,16.6%,NTPH
18,ADR/GDR,0.0%,NTPH
19,Free float,26.0%,NTPH
20,Shareholders,25395,NTPH
21,Pledged promoter(s) holding,0.0%,NTPH
22,REGD OFF,"NATCO House, Road No.2, Banjara Hills, Hyderabad - 500 033",NTPH
23,E-MAIL,investors@natcopharma.co.in,NTPH
24,TELEPHONE,(040) 2354 7532,NTPH
25,SECTOR,PHARMACEUTICALS,NTPH
26,TR AGENT,"Venture Capital, 12-10-167, Bharatnagar, Hyderabad-500 018",NTPH
27,AUDITOR,"Walker, Chandiok & Co.",NTPH
28,CHM, V. C. Nannapaneni (MD),NTPH
29,COMP SEC, M. Adinarayana,NTPH
30,YEAR OF INC, 1981,NTPH
31,BSE CODE, 524816,NTPH
32,FV (Rs), 10,NTPH
33,DIV YIELD (%), 0.2,NTPH
