,0,1,name
0,Price,120.4,PRCE
1,Mkt Cap,42080.0,PRCE
2,Vol,153.7,PRCE
3,P/E,8.7,PRCE
4,P/CF,3.5,PRCE
5,EPS (TTM),13.8,PRCE
6,% ch,-2.4,PRCE
7,No. of shares,349.50,PRCE
8,% ch week,7.9,PRCE
9,% ch 1-mth,23.8,PRCE
10,% ch 12-mth,48.0,PRCE
11,52 week H/L,128.9/44.9,PRCE
12,52weekHigh,128.9,PRCE
13,52weekLow,44.9,PRCE
14,Indian Promoters,37.2%,PRCE
15,Foreign collaborators,7.1%,PRCE
16,Indian inst/Mut Fund,13.4%,PRCE
17,FIIs,20.5%,PRCE
18,ADR/GDR,0.0%,PRCE
19,Free float,21.8%,PRCE
20,Shareholders,40387,PRCE
21,Pledged promoter(s) holding,18.4%,PRCE
22,REGD OFF,"34, Srinagar Colony, Hyderabad - 500 073",PRCE
23,E-MAIL,secretarial@rain-industries.com,PRCE
24,TELEPHONE,(040) 4040 1234,PRCE
25,SECTOR,ENERGY SOURCES,PRCE
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",PRCE
27,AUDITOR,BSR & Assoc.,PRCE
28,CHM, N. Radhakrishna Reddy,PRCE
29,COMP SEC, Venkat Ramana Reddy,PRCE
30,YEAR OF INC, 1974,PRCE
31,BSE CODE, 500339,PRCE
32,FV (Rs), 2,PRCE
33,DIV YIELD (%), 0.8,PRCE
