,0,1,name
0,Price,404.5,COLR
1,Mkt Cap,10784.0,COLR
2,Vol,16.2,COLR
3,P/E,38.1,COLR
4,P/CF,19.3,COLR
5,EPS (TTM),10.6,COLR
6,% ch,1.9,COLR
7,No. of shares,26.66,COLR
8,% ch week,4.2,COLR
9,% ch 1-mth,6.1,COLR
10,% ch 12-mth,37.1,COLR
11,52 week H/L,608.0/192.0,COLR
12,52weekHigh,608.0,COLR
13,52weekLow,192.0,COLR
14,Indian Promoters,0.0%,COLR
15,Foreign collaborators,63.4%,COLR
16,Indian inst/Mut Fund,6.4%,COLR
17,FIIs,2.7%,COLR
18,ADR/GDR,0.0%,COLR
19,Free float,27.5%,COLR
20,Shareholders,32880,COLR
21,Pledged promoter(s) holding,0.0%,COLR
22,REGD OFF,"Reliable Tech Park, Thane-Belapur Road, Airoli, Navi Mumbai � 400 708",COLR
23,E-MAIL,satish.bhattu@clariant.com,COLR
24,TELEPHONE,(022) 2282 5163,COLR
25,SECTOR,CHEMICALS & PESTICIDES,COLR
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",COLR
27,AUDITOR,Deloitte Haskins & Sells,COLR
28,CHM, R. A. Shah,COLR
29,COMP SEC, B. L. Gaggar,COLR
30,YEAR OF INC, 1956,COLR
31,BSE CODE, 506390,COLR
32,FV (Rs), 10,COLR
33,DIV YIELD (%), 2.1,COLR
