,0,1,name
0,Price,3.0,JYSWN
1,Mkt Cap,1884.0,JYSWN
2,Vol,10.3,JYSWN
3,P/E,-0.2,JYSWN
4,P/CF,-1.1,JYSWN
5,EPS (TTM),-12.9,JYSWN
6,% ch,-2.6,JYSWN
7,No. of shares,638.63,JYSWN
8,% ch week,-5.4,JYSWN
9,% ch 1-mth,-8.7,JYSWN
10,% ch 12-mth,-26.8,JYSWN
11,52 week H/L,5.1/1.9,JYSWN
12,52weekHigh,5.1,JYSWN
13,52weekLow,1.9,JYSWN
14,Indian Promoters,68.8%,JYSWN
15,Foreign collaborators,0.0%,JYSWN
16,Indian inst/Mut Fund,2.2%,JYSWN
17,FIIs,0.0%,JYSWN
18,ADR/GDR,0.0%,JYSWN
19,Free float,29.0%,JYSWN
20,Shareholders,41592,JYSWN
21,Pledged promoter(s) holding,12.0%,JYSWN
22,REGD OFF,"F-8, MIDC Industrial Area, Hingna Road, Nagpur - 440 016",JYSWN
23,E-MAIL,karajgaonkar@necoindia.com,JYSWN
24,TELEPHONE,(07104) 237 276,JYSWN
25,SECTOR,CAPITAL GOODS,JYSWN
26,TR AGENT,"Sharex Dynamic, Luthra Indl. Premises, Safed Pool, Andheri (E), Mumbai-72",JYSWN
27,AUDITOR,Chaturvedi & Shah,JYSWN
28,CHM, Basant Lall Shaw,JYSWN
29,COMP SEC, Ashutosh Mishra,JYSWN
30,YEAR OF INC, 1972,JYSWN
31,BSE CODE, 522285,JYSWN
32,FV (Rs), 10,JYSWN
33,DIV YIELD (%), -,JYSWN
