,0,1,name
0,Price,350.4,MNDRA
1,Mkt Cap,725558.0,MNDRA
2,Vol,1.0,MNDRA
3,P/E,19.1,MNDRA
4,P/CF,14.9,MNDRA
5,EPS (TTM),18.3,MNDRA
6,% ch,0.4,MNDRA
7,No. of shares,2070.95,MNDRA
8,% ch week,-2.0,MNDRA
9,% ch 1-mth,13.3,MNDRA
10,% ch 12-mth,-4.8,MNDRA
11,52 week H/L,429.0/203.4,MNDRA
12,52weekHigh,429.0,MNDRA
13,52weekLow,203.4,MNDRA
14,Indian Promoters,49.8%,MNDRA
15,Foreign collaborators,6.4%,MNDRA
16,Indian inst/Mut Fund,14.4%,MNDRA
17,FIIs,23.9%,MNDRA
18,ADR/GDR,0.0%,MNDRA
19,Free float,5.5%,MNDRA
20,Shareholders,308354,MNDRA
21,Pledged promoter(s) holding,0.0%,MNDRA
22,REGD OFF,"'Adani House', Nr. Mithakali Six Roads, Ahmedabad",MNDRA
23,E-MAIL,,MNDRA
24,TELEPHONE,91-79-26565555,MNDRA
25,SECTOR,MISCELLANEOUS,MNDRA
26,TR AGENT,M/s Link Intime India Private Limited,MNDRA
27,COMP SEC, Ms Dipti Shah,MNDRA
28,YEAR OF INC, 1988,MNDRA
29,BSE CODE, 532921,MNDRA
30,FV (Rs), 2,MNDRA
31,DIV YIELD (%), 0.6,MNDRA
