,0,1,name
0,Price,33.8,SXCN
1,Mkt Cap,1670.0,SXCN
2,Vol,34.3,SXCN
3,P/E,5.4,SXCN
4,P/CF,0.6,SXCN
5,EPS (TTM),6.2,SXCN
6,% ch,-1.5,SXCN
7,No. of shares,49.47,SXCN
8,% ch week,2.7,SXCN
9,% ch 1-mth,-0.7,SXCN
10,% ch 12-mth,-38.2,SXCN
11,52 week H/L,64.1/16.5,SXCN
12,52weekHigh,64.1,SXCN
13,52weekLow,16.5,SXCN
14,Indian Promoters,56.4%,SXCN
15,Foreign collaborators,0.0%,SXCN
16,Indian inst/Mut Fund,21.2%,SXCN
17,FIIs,9.4%,SXCN
18,ADR/GDR,0.0%,SXCN
19,Free float,13.0%,SXCN
20,Shareholders,8135,SXCN
21,Pledged promoter(s) holding,0.0%,SXCN
22,REGD OFF,"27, Simplex House, Shakespeare Sarani, Kolkata - 700 017",SXCN
23,E-MAIL,banwari.bajoria@simplexinfra.net,SXCN
24,TELEPHONE,(033) 2301 1600,SXCN
25,SECTOR,CONSTRUCTION,SXCN
26,TR AGENT,"MCS Ltd., 12/1/5, Manoharpukur Road, Ground Floor, Kolkata-26",SXCN
27,AUDITOR,Price Waterhouse,SXCN
28,CHM, B. D. Mundhra (MD),SXCN
29,COMP SEC, B. L. Bajoria,SXCN
30,YEAR OF INC, 1990,SXCN
31,BSE CODE, 523838,SXCN
32,FV (Rs), 2,SXCN
33,DIV YIELD (%), 1.7,SXCN
