,0,1,name
0,Price,41.8,JAGP
1,Mkt Cap,13857.0,JAGP
2,Vol,156.6,JAGP
3,P/E,8.1,JAGP
4,P/CF,3.5,JAGP
5,EPS (TTM),5.1,JAGP
6,% ch,-0.2,JAGP
7,No. of shares,331.91,JAGP
8,% ch week,4.0,JAGP
9,% ch 1-mth,6.5,JAGP
10,% ch 12-mth,-38.8,JAGP
11,52 week H/L,78.0/36.2,JAGP
12,52weekHigh,78.0,JAGP
13,52weekLow,36.2,JAGP
14,Indian Promoters,62.6%,JAGP
15,Foreign collaborators,0.0%,JAGP
16,Indian inst/Mut Fund,9.5%,JAGP
17,FIIs,15.1%,JAGP
18,ADR/GDR,0.0%,JAGP
19,Free float,12.8%,JAGP
20,Shareholders,33473,JAGP
21,Pledged promoter(s) holding,0.0%,JAGP
22,REGD OFF,"Jagran Building, 2 Sarvodaya Nagar, Kanpur - 208 005",JAGP
23,E-MAIL,amitjaiswal@jagran.com,JAGP
24,TELEPHONE,(0512) 2216 161,JAGP
25,SECTOR,MEDIA,JAGP
26,TR AGENT,"Karvy Computershare, 17-24, Vittal Rao Nagar, Madhapur, Hyderabad-81",JAGP
27,AUDITOR,Price Waterhouse,JAGP
28,CHM, Mahendra Mohan Gupta (MD),JAGP
29,COMP SEC, Amit Jaiswal,JAGP
30,YEAR OF INC, 1975,JAGP
31,BSE CODE, 532705,JAGP
32,FV (Rs), 2,JAGP
33,DIV YIELD (%), 7.5,JAGP
