,0,1,name
0,Price,628.7,SASK
1,Mkt Cap,17327.0,SASK
2,Vol,1.5,SASK
3,P/E,22.0,SASK
4,P/CF,19.5,SASK
5,EPS (TTM),28.6,SASK
6,% ch,1.4,SASK
7,No. of shares,27.56,SASK
8,% ch week,0.2,SASK
9,% ch 1-mth,32.2,SASK
10,% ch 12-mth,25.8,SASK
11,52 week H/L,669.3/342.2,SASK
12,52weekHigh,669.3,SASK
13,52weekLow,342.2,SASK
14,Indian Promoters,33.8%,SASK
15,Foreign collaborators,2.6%,SASK
16,Indian inst/Mut Fund,10.6%,SASK
17,FIIs,2.9%,SASK
18,ADR/GDR,0.0%,SASK
19,Free float,50.0%,SASK
20,Shareholders,28745,SASK
21,Pledged promoter(s) holding,0.0%,SASK
22,REGD OFF,"139 / 25, Ring Road, Domlur, Bangalore - 560 071",SASK
23,E-MAIL,investor@sasken.com,SASK
24,TELEPHONE,(080) 6694 4906,SASK
25,SECTOR,SOFTWARE,SASK
26,TR AGENT,"Karvy Computershare, 17-24, Vittalrao Nagar, Madhapur, Hyderabad-81",SASK
27,AUDITOR,S. R. Batliboi & Co.,SASK
28,CHM, Rajiv C. Mody (MD),SASK
29,COMP SEC, S. Prasad,SASK
30,YEAR OF INC, 1989,SASK
31,BSE CODE, 532663,SASK
32,FV (Rs), 10,SASK
33,DIV YIELD (%), 1.0,SASK
