,0,1,name
0,Price,948.0,GDFR
1,Mkt Cap,49296.0,GDFR
2,Vol,0.0,GDFR
3,P/E,12.7,GDFR
4,P/CF,13.8,GDFR
5,EPS (TTM),74.6,GDFR
6,% ch,0.4,GDFR
7,No. of shares,52.00,GDFR
8,% ch week,0.6,GDFR
9,% ch 1-mth,4.4,GDFR
10,% ch 12-mth,-4.6,GDFR
11,52 week H/L,"1,480.4/732.4",GDFR
12,52weekHigh,"1,480.4",GDFR
13,52weekLow,732.4,GDFR
14,Indian Promoters,46.0%,GDFR
15,Foreign collaborators,25.1%,GDFR
16,Indian inst/Mut Fund,3.1%,GDFR
17,FIIs,10.2%,GDFR
18,ADR/GDR,0.0%,GDFR
19,Free float,15.7%,GDFR
20,Shareholders,14468,GDFR
21,Pledged promoter(s) holding,0.0%,GDFR
22,REGD OFF,"Chakala, Andheri (E), Mumbai - 400 099",GDFR
23,E-MAIL,gpi@modi.com,GDFR
24,TELEPHONE,(022) 2836 7301,GDFR
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",GDFR
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr., Andheri (E), Mumbai-72",GDFR
27,AUDITOR,A. F. Ferguson & Co.,GDFR
28,CHM, R. A. Shah,GDFR
29,COMP SEC, Sanjay Gupta,GDFR
30,YEAR OF INC, 1936,GDFR
31,BSE CODE, 500163,GDFR
32,FV (Rs), 2,GDFR
33,DIV YIELD (%), 0.2,GDFR
