,0,1,name
0,Price,2100.9,ICI
1,Mkt Cap,100757.0,ICI
2,Vol,0.5,ICI
3,P/E,42.4,ICI
4,P/CF,36.5,ICI
5,EPS (TTM),49.5,ICI
6,% ch,0.1,ICI
7,No. of shares,47.96,ICI
8,% ch week,4.2,ICI
9,% ch 1-mth,13.9,ICI
10,% ch 12-mth,23.1,ICI
11,52 week H/L,"2,515.0/1,690.1",ICI
12,52weekHigh,"2,515.0",ICI
13,52weekLow,"1,690.1",ICI
14,Indian Promoters,0.0%,ICI
15,Foreign collaborators,73.0%,ICI
16,Indian inst/Mut Fund,9.7%,ICI
17,FIIs,2.3%,ICI
18,ADR/GDR,0.0%,ICI
19,Free float,15.1%,ICI
20,Shareholders,41161,ICI
21,Pledged promoter(s) holding,0.0%,ICI
22,REGD OFF,"Geetanjali Apartment, 1st Floor, 8-B, Middleton Street, Kolkata - 700 071",ICI
23,E-MAIL,r_guha@akzonobel.com,ICI
24,TELEPHONE,(033) 2226 7462,ICI
25,SECTOR,PAINTS,ICI
26,TR AGENT,"C B Management Services, P-22, Bondel Road, Kolkata - 700 019",ICI
27,AUDITOR,B. S. R & Assoc.,ICI
28,CHM, N. Kaviratne,ICI
29,COMP SEC, R. Guha,ICI
30,YEAR OF INC, 1954,ICI
31,BSE CODE, 500710,ICI
32,FV (Rs), 10,ICI
33,DIV YIELD (%), 1.1,ICI
