,0,1,name
0,Price,9.1,HCLI
1,Mkt Cap,2026.0,HCLI
2,Vol,51.9,HCLI
3,P/E,-0.7,HCLI
4,P/CF,-1.6,HCLI
5,EPS (TTM),-12.9,HCLI
6,% ch,1.2,HCLI
7,No. of shares,222.90,HCLI
8,% ch week,0.3,HCLI
9,% ch 1-mth,-0.2,HCLI
10,% ch 12-mth,11.7,HCLI
11,52 week H/L,12.4/3.2,HCLI
12,52weekHigh,12.4,HCLI
13,52weekLow,3.2,HCLI
14,Indian Promoters,58.1%,HCLI
15,Foreign collaborators,0.0%,HCLI
16,Indian inst/Mut Fund,6.6%,HCLI
17,FIIs,4.7%,HCLI
18,ADR/GDR,0.0%,HCLI
19,Free float,30.7%,HCLI
20,Shareholders,70907,HCLI
21,Pledged promoter(s) holding,0.0%,HCLI
22,REGD OFF,"806, Siddharth, 96, Nehru Place, New Delhi - 110 019",HCLI
23,E-MAIL,sushiljain@hcl.in,HCLI
24,TELEPHONE,(0120) 252 6490,HCLI
25,SECTOR,COMPUTERS & OFFICE EQUIPMENT,HCLI
26,TR AGENT,"Alankit Assignments, Alankit House, 2E/21, Jhandewalan Extn., Delhi-55",HCLI
27,AUDITOR,Price Waterhouse,HCLI
28,CHM, Nikhil Sinha,HCLI
29,COMP SEC, Sushil Kumar Jain,HCLI
30,YEAR OF INC, 1990,HCLI
31,BSE CODE, 500179,HCLI
32,FV (Rs), 2,HCLI
33,DIV YIELD (%), -,HCLI
