,0,1,name
0,Price,17.4,PNTR
1,Mkt Cap,54063.0,PNTR
2,Vol,564.8,PNTR
3,P/E,106.6,PNTR
4,P/CF,7.2,PNTR
5,EPS (TTM),0.2,PNTR
6,% ch,-1.4,PNTR
7,No. of shares,3107.06,PNTR
8,% ch week,8.1,PNTR
9,% ch 1-mth,34.9,PNTR
10,% ch 12-mth,-31.8,PNTR
11,52 week H/L,29.6/7.6,PNTR
12,52weekHigh,29.6,PNTR
13,52weekLow,7.6,PNTR
14,Indian Promoters,48.4%,PNTR
15,Foreign collaborators,0.0%,PNTR
16,Indian inst/Mut Fund,8.4%,PNTR
17,FIIs,20.9%,PNTR
18,ADR/GDR,0.0%,PNTR
19,Free float,22.4%,PNTR
20,Shareholders,51581,PNTR
21,Pledged promoter(s) holding,67.4%,PNTR
22,REGD OFF,"Knowledge Hse., Shyam Nagar, Off Jogeshwari-Vikhroli Link Rd., Mumbai - 60",PNTR
23,E-MAIL,deepak.tanna@futuregroup.in,PNTR
24,TELEPHONE,(022) 3084 1300,PNTR
25,SECTOR,RETAIL,PNTR
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Cmpd., LBS Marg, Mumbai - 78",PNTR
27,AUDITOR,NGS & Co.,PNTR
28,CHM, Shailesh Haribhakti,PNTR
29,COMP SEC, Deepak Tanna,PNTR
30,YEAR OF INC, 1987,PNTR
31,BSE CODE, 523574,PNTR
32,FV (Rs), 2,PNTR
33,DIV YIELD (%), -,PNTR
