,0,1,name
0,Price,148.8,MJSW
1,Mkt Cap,5952.0,MJSW
2,Vol,26.3,MJSW
3,P/E,12.9,MJSW
4,P/CF,6.7,MJSW
5,EPS (TTM),11.5,MJSW
6,% ch,10.0,MJSW
7,No. of shares,40.00,MJSW
8,% ch week,15.6,MJSW
9,% ch 1-mth,44.8,MJSW
10,% ch 12-mth,19.4,MJSW
11,52 week H/L,149.0/55.0,MJSW
12,52weekHigh,149.0,MJSW
13,52weekLow,55.0,MJSW
14,Indian Promoters,39.0%,MJSW
15,Foreign collaborators,26.0%,MJSW
16,Indian inst/Mut Fund,1.0%,MJSW
17,FIIs,0.3%,MJSW
18,ADR/GDR,0.0%,MJSW
19,Free float,33.7%,MJSW
20,Shareholders,9908,MJSW
21,Pledged promoter(s) holding,0.0%,MJSW
22,REGD OFF,"9-11, Maruti Industrial Area, Gurgaon - 122 015",MJSW
23,E-MAIL,pgupta@munjalshowa.net,MJSW
24,TELEPHONE,(0124) 234 1001,MJSW
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",MJSW
26,TR AGENT,"MCS, F-65, Okhla Industrial Area, Phase 1, New Delhi-20",MJSW
27,AUDITOR,S. R. Batliboi & Co.,MJSW
28,CHM, Brijmohan Lall Munjal,MJSW
29,COMP SEC, Pankaj Gupta,MJSW
30,YEAR OF INC, 1985,MJSW
31,BSE CODE, 520043,MJSW
32,FV (Rs), 2,MJSW
33,DIV YIELD (%), 3.0,MJSW
