,0,1,name
0,Price,103.4,CNRA
1,Mkt Cap,49135.0,CNRA
2,Vol,549.4,CNRA
3,P/E,-2.3,CNRA
4,P/CF,0.4,CNRA
5,EPS (TTM),-45.4,CNRA
6,% ch,-0.9,CNRA
7,No. of shares,475.19,CNRA
8,% ch week,3.3,CNRA
9,% ch 1-mth,2.1,CNRA
10,% ch 12-mth,-53.8,CNRA
11,52 week H/L,234.3/73.9,CNRA
12,52weekHigh,234.3,CNRA
13,52weekLow,73.9,CNRA
14,Indian Promoters,67.7%,CNRA
15,Foreign collaborators,0.0%,CNRA
16,Indian inst/Mut Fund,13.1%,CNRA
17,FIIs,9.0%,CNRA
18,ADR/GDR,0.0%,CNRA
19,Free float,8.9%,CNRA
20,Shareholders,145041,CNRA
21,Pledged promoter(s) holding,0.0%,CNRA
22,REGD OFF,"112, Secretarial Dept, C & MD Secretarial, J. C. Road, Bangalore - 560 002",CNRA
23,E-MAIL,hosecretarial@canarabank.com,CNRA
24,TELEPHONE,(080) 2210 0250,CNRA
25,SECTOR,BANKING,CNRA
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",CNRA
27,AUDITOR,P. Chopra & Co.,CNRA
28,CHM, R. K. Dubey (MD),CNRA
29,COMP SEC, B. Nagesh Babu,CNRA
30,YEAR OF INC, 1906,CNRA
31,BSE CODE, 532483,CNRA
32,FV (Rs), 10,CNRA
33,DIV YIELD (%), -,CNRA
