,0,1,name
0,Price,132.7,SWNM
1,Mkt Cap,29340.0,SWNM
2,Vol,104.2,SWNM
3,P/E,-99.2,SWNM
4,P/CF,362.1,SWNM
5,EPS (TTM),-1.3,SWNM
6,% ch,0.1,SWNM
7,No. of shares,221.18,SWNM
8,% ch week,-0.3,SWNM
9,% ch 1-mth,-0.7,SWNM
10,% ch 12-mth,10.2,SWNM
11,52 week H/L,158.3/97.0,SWNM
12,52weekHigh,158.3,SWNM
13,52weekLow,97.0,SWNM
14,Indian Promoters,71.7%,SWNM
15,Foreign collaborators,0.0%,SWNM
16,Indian inst/Mut Fund,2.6%,SWNM
17,FIIs,10.6%,SWNM
18,ADR/GDR,0.0%,SWNM
19,Free float,15.2%,SWNM
20,Shareholders,6656,SWNM
21,Pledged promoter(s) holding,18.7%,SWNM
22,REGD OFF,"6, Feltham House, 10, J. N. Heredia Marg, Ballard Estate, Mumbai-400 001",SWNM
23,E-MAIL,investors.invgrv@swan.co.in,SWNM
24,TELEPHONE,(022) 4058 7350,SWNM
25,SECTOR,TEXTILES,SWNM
26,TR AGENT,"Purva Sharegistry, No. 9, J.R. Boricha Marg, Lower Parel, Mumbai-11",SWNM
27,AUDITOR,V. R. Renuka & Co.,SWNM
28,CHM, Navinbhai C. Dave,SWNM
29,COMP SEC, Arun S. Agarwal,SWNM
30,YEAR OF INC, 1909,SWNM
31,BSE CODE, 503310,SWNM
32,FV (Rs), 1,SWNM
33,DIV YIELD (%), 0.1,SWNM
