,0,1,name
0,Price,6.6,MIDDY
1,Mkt Cap,431.0,MIDDY
2,Vol,0.9,MIDDY
3,P/E,-2.3,MIDDY
4,P/CF,12.8,MIDDY
5,EPS (TTM),-2.8,MIDDY
6,% ch,4.9,MIDDY
7,No. of shares,65.33,MIDDY
8,% ch week,22.7,MIDDY
9,% ch 1-mth,24.3,MIDDY
10,% ch 12-mth,-49.7,MIDDY
11,52 week H/L,13.9/3.6,MIDDY
12,52weekHigh,13.9,MIDDY
13,52weekLow,3.6,MIDDY
14,Indian Promoters,61.0%,MIDDY
15,Foreign collaborators,0.0%,MIDDY
16,Indian inst/Mut Fund,0.1%,MIDDY
17,FIIs,2.8%,MIDDY
18,ADR/GDR,0.0%,MIDDY
19,Free float,36.2%,MIDDY
20,Shareholders,19080,MIDDY
21,Pledged promoter(s) holding,0.0%,MIDDY
22,REGD OFF,"Peninsula Centre, Dr. S.S. Rao Road, Parel, Mumbai - 400 012",MIDDY
23,E-MAIL,cs@nextmediaworks.com,MIDDY
24,TELEPHONE,(022) 6701 5700,MIDDY
25,SECTOR,MEDIA,MIDDY
26,TR AGENT,"Link Intime India, C13, Pannalal Mills Compd., LBS Marg, Mumbai-78",MIDDY
27,AUDITOR,Haribhakti & Co.,MIDDY
28,CHM, Tarique Ansari (MD),MIDDY
29,COMP SEC, Manoj Gujaran,MIDDY
30,YEAR OF INC, 2000,MIDDY
31,BSE CODE, 532416,MIDDY
32,FV (Rs), 10,MIDDY
33,DIV YIELD (%), -,MIDDY
