,0,1,name
0,Price,626.9,TRENT
1,Mkt Cap,208302.0,TRENT
2,Vol,0.2,TRENT
3,P/E,134.8,TRENT
4,P/CF,131.7,TRENT
5,EPS (TTM),4.7,TRENT
6,% ch,0.5,TRENT
7,No. of shares,332.30,TRENT
8,% ch week,11.9,TRENT
9,% ch 1-mth,8.5,TRENT
10,% ch 12-mth,32.1,TRENT
11,52 week H/L,804.1/367.6,TRENT
12,52weekHigh,804.1,TRENT
13,52weekLow,367.6,TRENT
14,Indian Promoters,32.6%,TRENT
15,Foreign collaborators,0.0%,TRENT
16,Indian inst/Mut Fund,19.7%,TRENT
17,FIIs,19.3%,TRENT
18,ADR/GDR,0.0%,TRENT
19,Free float,28.4%,TRENT
20,Shareholders,36361,TRENT
21,Pledged promoter(s) holding,0.0%,TRENT
22,REGD OFF,"Bombay House, 24, Homi Mody Street, Fort, Mumbai - 400 001",TRENT
23,E-MAIL,mmsurti@trent-tata.com,TRENT
24,TELEPHONE,(022) 6700 9000,TRENT
25,SECTOR,RETAIL,TRENT
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Indl. Est., E.Moses Road, Mumbai-11",TRENT
27,AUDITOR,N. M. Raiji & Co.,TRENT
28,CHM, N. N. Tata,TRENT
29,COMP SEC, M. M. Surti,TRENT
30,YEAR OF INC, 1952,TRENT
31,BSE CODE, 500251,TRENT
32,FV (Rs), 10,TRENT
33,DIV YIELD (%), 0.0,TRENT
