,0,1,name
0,Price,327.2,DGCR
1,Mkt Cap,9162.0,DGCR
2,Vol,131.9,DGCR
3,P/E,7.6,DGCR
4,P/CF,7.0,DGCR
5,EPS (TTM),43.2,DGCR
6,% ch,6.5,DGCR
7,No. of shares,28.00,DGCR
8,% ch week,22.8,DGCR
9,% ch 1-mth,17.9,DGCR
10,% ch 12-mth,7.0,DGCR
11,52 week H/L,412.0/121.8,DGCR
12,52weekHigh,412.0,DGCR
13,52weekLow,121.8,DGCR
14,Indian Promoters,78.6%,DGCR
15,Foreign collaborators,0.0%,DGCR
16,Indian inst/Mut Fund,9.8%,DGCR
17,FIIs,0.6%,DGCR
18,ADR/GDR,0.0%,DGCR
19,Free float,11.0%,DGCR
20,Shareholders,49127,DGCR
21,Pledged promoter(s) holding,0.0%,DGCR
22,REGD OFF,"Core:2, 1st Flr., Scope Minar, Plot No.2A-2B, Laxminagar, New Delhi - 110 092",DGCR
23,E-MAIL,sreekanth@dci.gov.in,DGCR
24,TELEPHONE,(011) 2244 8528,DGCR
25,SECTOR,SHIPPING,DGCR
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",DGCR
27,AUDITOR,G. R. Kumar & Co.,DGCR
28,CHM, D. K Mohanty (MD),DGCR
29,COMP SEC, K. Aswini Sreekanth,DGCR
30,YEAR OF INC, 1975,DGCR
31,BSE CODE, 523618,DGCR
32,FV (Rs), 10,DGCR
33,DIV YIELD (%), 0.6,DGCR
