,0,1,name
0,Price,296.7,BNDN
1,Mkt Cap,567528.0,BNDN
2,Vol,23.7,BNDN
3,P/E,20.5,BNDN
4,P/CF,15.1,BNDN
5,EPS (TTM),14.5,BNDN
6,% ch,0.6,BNDN
7,No. of shares,1912.80,BNDN
8,% ch week,3.3,BNDN
9,% ch 1-mth,-13.1,BNDN
10,% ch 12-mth,-36.9,BNDN
11,52 week H/L,650.0/152.4,BNDN
12,52weekHigh,650.0,BNDN
13,52weekLow,152.4,BNDN
14,Indian Promoters,0.0%,BNDN
15,Foreign collaborators,0.0%,BNDN
16,Indian inst/Mut Fund,0.0%,BNDN
17,FIIs,0.0%,BNDN
18,ADR/GDR,0.0%,BNDN
19,Free float,0.0%,BNDN
20,Shareholders,,BNDN
21,Pledged promoter(s) holding,0.0%,BNDN
22,REGD OFF,"DN 32, Sector V, Salt Lake City Kolkata 700091, West Bengal, India",BNDN
23,E-MAIL,customercare@bandhanbank.com,BNDN
24,TELEPHONE,91-33-6609 0909,BNDN
25,SECTOR,BANKING,BNDN
26,TR AGENT,Karvy Computershare Pvt. Ltd.,BNDN
27,YEAR OF INC,,BNDN
28,BSE CODE, 541153,BNDN
29,FV (Rs), 10,BNDN
30,DIV YIELD (%), 0.6,BNDN
