,0,1,name
0,Price,613.8,RAMS
1,Mkt Cap,4523.0,RAMS
2,Vol,2.1,RAMS
3,P/E,70.6,RAMS
4,P/CF,9.6,RAMS
5,EPS (TTM),8.7,RAMS
6,% ch,-0.9,RAMS
7,No. of shares,7.37,RAMS
8,% ch week,7.7,RAMS
9,% ch 1-mth,4.9,RAMS
10,% ch 12-mth,-18.7,RAMS
11,52 week H/L,885.0/390.0,RAMS
12,52weekHigh,885.0,RAMS
13,52weekLow,390.0,RAMS
14,Indian Promoters,53.2%,RAMS
15,Foreign collaborators,0.0%,RAMS
16,Indian inst/Mut Fund,0.0%,RAMS
17,FIIs,0.0%,RAMS
18,ADR/GDR,0.0%,RAMS
19,Free float,46.8%,RAMS
20,Shareholders,5045,RAMS
21,Pledged promoter(s) holding,0.0%,RAMS
22,REGD OFF,"Rajapalayam Mills Premises, Post Box No.1, Rajapalaiyam, Tamilnadu - 626 117",RAMS
23,E-MAIL,rajacot@ramcotex.com,RAMS
24,TELEPHONE,(04563) 235 666,RAMS
25,SECTOR,TEXTILES,RAMS
26,TR AGENT,In House,RAMS
27,AUDITOR,"Ramakrishna Raja and Co.,",RAMS
28,CHM, P. R. Ramasubrahmaneya Rajha,RAMS
29,COMP SEC, A. Arulpranavam,RAMS
30,YEAR OF INC, 1938,RAMS
31,BSE CODE, 532503,RAMS
32,FV (Rs), 10,RAMS
33,DIV YIELD (%), 0.7,RAMS
