,0,1,name
0,Price,34.8,TBZL
1,Mkt Cap,2318.0,TBZL
2,Vol,69.2,TBZL
3,P/E,10.6,TBZL
4,P/CF,9.0,TBZL
5,EPS (TTM),3.3,TBZL
6,% ch,0.4,TBZL
7,No. of shares,66.70,TBZL
8,% ch week,1.3,TBZL
9,% ch 1-mth,-4.8,TBZL
10,% ch 12-mth,2.1,TBZL
11,52 week H/L,52.2/16.5,TBZL
12,52weekHigh,52.2,TBZL
13,52weekLow,16.5,TBZL
14,Indian Promoters,74.1%,TBZL
15,Foreign collaborators,0.0%,TBZL
16,Indian inst/Mut Fund,0.1%,TBZL
17,FIIs,15.4%,TBZL
18,ADR/GDR,0.0%,TBZL
19,Free float,10.4%,TBZL
20,Shareholders,10373,TBZL
21,Pledged promoter(s) holding,0.0%,TBZL
22,REGD OFF,"241/43, Zaveri Bazar, Mumbai, Maharashtra - 400 002",TBZL
23,E-MAIL,investors@tbzoriginal.com,TBZL
24,TELEPHONE,(022) 3073 5000,TBZL
25,SECTOR,GEMS & JEWELLERY,TBZL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",TBZL
27,AUDITOR,BSR Co.,TBZL
28,CHM, Shrikant Zaveri (MD),TBZL
29,COMP SEC, Niraj Oza,TBZL
30,YEAR OF INC, 1949,TBZL
31,BSE CODE, 534369,TBZL
32,FV (Rs), 10,TBZL
33,DIV YIELD (%), 2.2,TBZL
