,0,1,name
0,Price,146.6,CPIL
1,Mkt Cap,2658.0,CPIL
2,Vol,8.9,CPIL
3,P/E,9.2,CPIL
4,P/CF,9.9,CPIL
5,EPS (TTM),15.9,CPIL
6,% ch,3.5,CPIL
7,No. of shares,18.13,CPIL
8,% ch week,9.7,CPIL
9,% ch 1-mth,9.7,CPIL
10,% ch 12-mth,114.6,CPIL
11,52 week H/L,202.0/63.3,CPIL
12,52weekHigh,202.0,CPIL
13,52weekLow,63.3,CPIL
14,Indian Promoters,60.5%,CPIL
15,Foreign collaborators,0.0%,CPIL
16,Indian inst/Mut Fund,7.7%,CPIL
17,FIIs,3.6%,CPIL
18,ADR/GDR,0.0%,CPIL
19,Free float,28.3%,CPIL
20,Shareholders,12085,CPIL
21,Pledged promoter(s) holding,0.0%,CPIL
22,REGD OFF,"112B, Shakti Nagar, Kota � 324 009, Rajasthan, India",CPIL
23,E-MAIL,tarun.jain@careerpointgroup.com,CPIL
24,TELEPHONE,(744) 304 0000,CPIL
25,SECTOR,SOFTWARE,CPIL
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",CPIL
27,AUDITOR,Sharp & Tannan,CPIL
28,CHM, Pramod Maheshwari,CPIL
29,COMP SEC, Tarun Kumar Jain,CPIL
30,YEAR OF INC, 2000,CPIL
31,BSE CODE, 533260,CPIL
32,FV (Rs), 10,CPIL
33,DIV YIELD (%), -,CPIL
