,0,1,name
0,Price,227.3,GNFC
1,Mkt Cap,35327.0,GNFC
2,Vol,94.0,GNFC
3,P/E,7.1,GNFC
4,P/CF,3.5,GNFC
5,EPS (TTM),32.1,GNFC
6,% ch,4.1,GNFC
7,No. of shares,155.42,GNFC
8,% ch week,28.6,GNFC
9,% ch 1-mth,40.6,GNFC
10,% ch 12-mth,24.4,GNFC
11,52 week H/L,224.5/95.7,GNFC
12,52weekHigh,224.5,GNFC
13,52weekLow,95.7,GNFC
14,Indian Promoters,41.2%,GNFC
15,Foreign collaborators,0.0%,GNFC
16,Indian inst/Mut Fund,16.0%,GNFC
17,FIIs,11.4%,GNFC
18,ADR/GDR,0.1%,GNFC
19,Free float,31.4%,GNFC
20,Shareholders,247600,GNFC
21,Pledged promoter(s) holding,0.0%,GNFC
22,REGD OFF,"P.O. Narmadanagar, Bharuch - 392 015",GNFC
23,E-MAIL,bharatpanchal@gnfc.in,GNFC
24,TELEPHONE,(02642) 662 227,GNFC
25,SECTOR,FERTILIZERS,GNFC
26,TR AGENT,In House,GNFC
27,AUDITOR,Deloitte Haskins & Sells,GNFC
28,CHM, Varesh Sinha (IAS),GNFC
29,COMP SEC, R. B. Panchal,GNFC
30,YEAR OF INC, 1976,GNFC
31,BSE CODE, 500670,GNFC
32,FV (Rs), 10,GNFC
33,DIV YIELD (%), 3.1,GNFC
