,0,1,name
0,Price,78.8,DBCL
1,Mkt Cap,14461.0,DBCL
2,Vol,56.6,DBCL
3,P/E,5.3,DBCL
4,P/CF,3.9,DBCL
5,EPS (TTM),15.0,DBCL
6,% ch,-1.1,DBCL
7,No. of shares,183.63,DBCL
8,% ch week,-0.6,DBCL
9,% ch 1-mth,2.1,DBCL
10,% ch 12-mth,-43.5,DBCL
11,52 week H/L,162.4/59.0,DBCL
12,52weekHigh,162.4,DBCL
13,52weekLow,59.0,DBCL
14,Indian Promoters,70.0%,DBCL
15,Foreign collaborators,0.0%,DBCL
16,Indian inst/Mut Fund,8.0%,DBCL
17,FIIs,18.5%,DBCL
18,ADR/GDR,0.0%,DBCL
19,Free float,3.5%,DBCL
20,Shareholders,10790,DBCL
21,Pledged promoter(s) holding,30.9%,DBCL
22,REGD OFF,"280, Sarkhej-Gandhi Nagar Highway, Nr. YMCA Club, Makarba, Ahmedabad-51",DBCL
23,E-MAIL,dbcs@dainikbhaskargroup.com,DBCL
24,TELEPHONE,(022) 3988 8840,DBCL
25,SECTOR,MEDIA,DBCL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",DBCL
27,AUDITOR,S. R. Batliboi & Assoc.,DBCL
28,CHM, Ramesh Chandra Agarwal,DBCL
29,COMP SEC, Anita Gokhale,DBCL
30,YEAR OF INC, 1995,DBCL
31,BSE CODE, 533151,DBCL
32,FV (Rs), 10,DBCL
33,DIV YIELD (%), 12.1,DBCL
