,0,1,name
0,Price,71.9,ENGS
1,Mkt Cap,48455.0,ENGS
2,Vol,7.7,ENGS
3,P/E,11.3,ENGS
4,P/CF,12.3,ENGS
5,EPS (TTM),6.4,ENGS
6,% ch,0.3,ENGS
7,No. of shares,673.92,ENGS
8,% ch week,5.1,ENGS
9,% ch 1-mth,3.2,ENGS
10,% ch 12-mth,-30.6,ENGS
11,52 week H/L,123.0/49.9,ENGS
12,52weekHigh,123.0,ENGS
13,52weekLow,49.9,ENGS
14,Indian Promoters,69.4%,ENGS
15,Foreign collaborators,0.0%,ENGS
16,Indian inst/Mut Fund,11.7%,ENGS
17,FIIs,9.0%,ENGS
18,ADR/GDR,0.0%,ENGS
19,Free float,9.9%,ENGS
20,Shareholders,136269,ENGS
21,Pledged promoter(s) holding,0.0%,ENGS
22,REGD OFF,"Engineers India Bhavan, 1, Bhikaiji Cama Place, New Delhi - 110 066",ENGS
23,E-MAIL,company.secretary@eil.co.in,ENGS
24,TELEPHONE,(011) 2676 2121,ENGS
25,SECTOR,CONSTRUCTION,ENGS
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",ENGS
27,AUDITOR,M. Verma & Assoc.,ENGS
28,CHM, A. K. Purwaha (MD),ENGS
29,COMP SEC, Rajan Kapur,ENGS
30,YEAR OF INC, 1965,ENGS
31,BSE CODE, 532178,ENGS
32,FV (Rs), 5,ENGS
33,DIV YIELD (%), 5.2,ENGS
