,0,1,name
0,Price,29.4,HNGL
1,Mkt Cap,2563.0,HNGL
2,Vol,1.3,HNGL
3,P/E,-2.5,HNGL
4,P/CF,-17.8,HNGL
5,EPS (TTM),-11.8,HNGL
6,% ch,2.1,HNGL
7,No. of shares,87.34,HNGL
8,% ch week,4.8,HNGL
9,% ch 1-mth,-8.6,HNGL
10,% ch 12-mth,22.3,HNGL
11,52 week H/L,49.0/21.2,HNGL
12,52weekHigh,49.0,HNGL
13,52weekLow,21.2,HNGL
14,Indian Promoters,70.0%,HNGL
15,Foreign collaborators,0.0%,HNGL
16,Indian inst/Mut Fund,0.1%,HNGL
17,FIIs,7.3%,HNGL
18,ADR/GDR,0.0%,HNGL
19,Free float,22.7%,HNGL
20,Shareholders,4388,HNGL
21,Pledged promoter(s) holding,27.1%,HNGL
22,REGD OFF,"2nd Floor, Red Cross Place, Kolkata - 700 001",HNGL
23,E-MAIL,cosec@hngil.com,HNGL
24,TELEPHONE,(033) 2254 3100,HNGL
25,SECTOR,PACKAGING,HNGL
26,TR AGENT,"Maheswari Datamatics, 6, Mangoe Lane, 2nd Floor, Kolkata-01",HNGL
27,AUDITOR,Lodha & Co.,HNGL
28,CHM, C. k. Somany,HNGL
29,COMP SEC, Laxmi Narayan Mandhana,HNGL
30,YEAR OF INC, 1946,HNGL
31,BSE CODE, 515145,HNGL
32,FV (Rs), 2,HNGL
33,DIV YIELD (%), -,HNGL
