,0,1,name
0,Price,401.0,MACM
1,Mkt Cap,7466.0,MACM
2,Vol,5.3,MACM
3,P/E,12.5,MACM
4,P/CF,9.5,MACM
5,EPS (TTM),32.1,MACM
6,% ch,-5.0,MACM
7,No. of shares,18.62,MACM
8,% ch week,-7.9,MACM
9,% ch 1-mth,40.5,MACM
10,% ch 12-mth,-17.6,MACM
11,52 week H/L,612.0/156.0,MACM
12,52weekHigh,612.0,MACM
13,52weekLow,156.0,MACM
14,Indian Promoters,75.0%,MACM
15,Foreign collaborators,0.0%,MACM
16,Indian inst/Mut Fund,0.1%,MACM
17,FIIs,0.1%,MACM
18,ADR/GDR,0.0%,MACM
19,Free float,24.9%,MACM
20,Shareholders,7188,MACM
21,Pledged promoter(s) holding,0.0%,MACM
22,REGD OFF,"RR Towers 4, A, Thiru - vi - Ka Inds. Estate, Guindy, Chennai - 600 032",MACM
23,E-MAIL,supriya.guha@adi-mps.com,MACM
24,TELEPHONE,(080) 4178 4025,MACM
25,SECTOR,MEDIA,MACM
26,TR AGENT,"Cameo Corp. Sevices, Subramaniam Bldg., Club House Rd., Chennai-02",MACM
27,AUDITOR,Deloitte Haskins & Sells,MACM
28,CHM, Nishith Aror (MD),MACM
29,COMP SEC, S. K. Guha,MACM
30,YEAR OF INC, 1969,MACM
31,BSE CODE, 532440,MACM
32,FV (Rs), 10,MACM
33,DIV YIELD (%), 3.0,MACM
