,0,1,name
0,Price,88.3,SRYS
1,Mkt Cap,1533.0,SRYS
2,Vol,0.0,SRYS
3,P/E,3.8,SRYS
4,P/CF,19.6,SRYS
5,EPS (TTM),23.5,SRYS
6,% ch,-3.1,SRYS
7,No. of shares,17.37,SRYS
8,% ch week,9.6,SRYS
9,% ch 1-mth,48.7,SRYS
10,% ch 12-mth,12.3,SRYS
11,52 week H/L,116.8/44.6,SRYS
12,52weekHigh,116.8,SRYS
13,52weekLow,44.6,SRYS
14,Indian Promoters,56.5%,SRYS
15,Foreign collaborators,0.0%,SRYS
16,Indian inst/Mut Fund,3.6%,SRYS
17,FIIs,3.6%,SRYS
18,ADR/GDR,0.0%,SRYS
19,Free float,36.3%,SRYS
20,Shareholders,4078,SRYS
21,Pledged promoter(s) holding,0.0%,SRYS
22,REGD OFF,"4th Floor, Kalpataru Heritage, 127, M. G. Road, Fort, Mumbai - 400 001",SRYS
23,E-MAIL,bina@sharyans.com,SRYS
24,TELEPHONE,(022) 4334 7050,SRYS
25,SECTOR,MISCELLANEOUS,SRYS
26,TR AGENT,"Link Intime India, C-13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",SRYS
27,AUDITOR,Chaturvedi & Shah,SRYS
28,CHM, Vasudeo Galkar,SRYS
29,COMP SEC, Bina Shah,SRYS
30,YEAR OF INC, 1982,SRYS
31,BSE CODE, 511413,SRYS
32,FV (Rs), 10,SRYS
33,DIV YIELD (%), 9.3,SRYS
