,0,1,name
0,Price,103.9,ITTL
1,Mkt Cap,1103.0,ITTL
2,Vol,0.1,ITTL
3,P/E,36.2,ITTL
4,P/CF,105.1,ITTL
5,EPS (TTM),2.9,ITTL
6,% ch,0.7,ITTL
7,No. of shares,10.62,ITTL
8,% ch week,6.0,ITTL
9,% ch 1-mth,9.4,ITTL
10,% ch 12-mth,36.4,ITTL
11,52 week H/L,144.5/68.6,ITTL
12,52weekHigh,144.5,ITTL
13,52weekLow,68.6,ITTL
14,Indian Promoters,0.0%,ITTL
15,Foreign collaborators,74.4%,ITTL
16,Indian inst/Mut Fund,0.0%,ITTL
17,FIIs,0.0%,ITTL
18,ADR/GDR,0.0%,ITTL
19,Free float,25.7%,ITTL
20,Shareholders,10127,ITTL
21,Pledged promoter(s) holding,0.0%,ITTL
22,REGD OFF,"DP:36, SIDCO Industrial Estate, Thirumazhisai, Chennai - 600 124",ITTL
23,E-MAIL,investor@indo-tech.com,ITTL
24,TELEPHONE,(044) 3028 9830,ITTL
25,SECTOR,CAPITAL GOODS,ITTL
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",ITTL
27,AUDITOR,B. S. R & Co.,ITTL
28,CHM, Luis Carlos Silveyra,ITTL
29,COMP SEC, D. Alwan,ITTL
30,YEAR OF INC, 1976,ITTL
31,BSE CODE, 532717,ITTL
32,FV (Rs), 10,ITTL
33,DIV YIELD (%), -,ITTL
