,0,1,name
0,Price,457.0,WHEEL
1,Mkt Cap,5498.0,WHEEL
2,Vol,1.8,WHEEL
3,P/E,10.2,WHEEL
4,P/CF,3.6,WHEEL
5,EPS (TTM),45.0,WHEEL
6,% ch,-0.5,WHEEL
7,No. of shares,12.03,WHEEL
8,% ch week,5.6,WHEEL
9,% ch 1-mth,6.6,WHEEL
10,% ch 12-mth,-25.5,WHEEL
11,52 week H/L,720.0/284.2,WHEEL
12,52weekHigh,720.0,WHEEL
13,52weekLow,284.2,WHEEL
14,Indian Promoters,40.8%,WHEEL
15,Foreign collaborators,34.2%,WHEEL
16,Indian inst/Mut Fund,5.6%,WHEEL
17,FIIs,0.0%,WHEEL
18,ADR/GDR,0.0%,WHEEL
19,Free float,19.4%,WHEEL
20,Shareholders,7001,WHEEL
21,Pledged promoter(s) holding,0.0%,WHEEL
22,REGD OFF,"21, Pattulos Road, Chennai - 600 002",WHEEL
23,E-MAIL,investorservices@wheelsindia.com,WHEEL
24,TELEPHONE,(044) 2625 8511,WHEEL
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",WHEEL
26,TR AGENT,"Cameo Corp. Sevices, Subramaniam Bldg., 1 Club Hse Rd., Chennai-02",WHEEL
27,AUDITOR,Sundaram & Srinivasan,WHEEL
28,CHM, S. Ram,WHEEL
29,COMP SEC, S. Srivathsan,WHEEL
30,YEAR OF INC, 1960,WHEEL
31,BSE CODE, 590073,WHEEL
32,FV (Rs), 10,WHEEL
33,DIV YIELD (%), 3.5,WHEEL
