,0,1,name
0,Price,12.5,JNIR
1,Mkt Cap,5539.0,JNIR
2,Vol,645.4,JNIR
3,P/E,-1.6,JNIR
4,P/CF,1.0,JNIR
5,EPS (TTM),-7.7,JNIR
6,% ch,-1.7,JNIR
7,No. of shares,443.12,JNIR
8,% ch week,8.8,JNIR
9,% ch 1-mth,16.1,JNIR
10,% ch 12-mth,-36.7,JNIR
11,52 week H/L,24.2/3.1,JNIR
12,52weekHigh,24.2,JNIR
13,52weekLow,3.1,JNIR
14,Indian Promoters,30.4%,JNIR
15,Foreign collaborators,0.0%,JNIR
16,Indian inst/Mut Fund,0.5%,JNIR
17,FIIs,3.3%,JNIR
18,ADR/GDR,0.0%,JNIR
19,Free float,65.9%,JNIR
20,Shareholders,54175,JNIR
21,Pledged promoter(s) holding,36.1%,JNIR
22,REGD OFF,"Jain Plastic Park, N. H. No.6, Bambhori, Jalgaon - 425 001",JNIR
23,E-MAIL,jisl@jains.com,JNIR
24,TELEPHONE,(0257) 225 8011,JNIR
25,SECTOR,CAPITAL GOODS,JNIR
26,TR AGENT,"Bigshare Ser., E-2/3, Ansa Indl, Sakivihar Rd., Sakinaka, Andheri, Mumbai-72",JNIR
27,AUDITOR,Haribhakti & Co.,JNIR
28,CHM, Bhavarlal. H. Jain,JNIR
29,COMP SEC, A. V. Ghodgaonkar,JNIR
30,YEAR OF INC, 1988,JNIR
31,BSE CODE, 500219,JNIR
32,FV (Rs), 2,JNIR
33,DIV YIELD (%), 9.0,JNIR
