,0,1,name
0,Price,36.1,HCDL
1,Mkt Cap,27434.0,HCDL
2,Vol,3.9,HCDL
3,P/E,66.1,HCDL
4,P/CF,5.1,HCDL
5,EPS (TTM),0.5,HCDL
6,% ch,-0.8,HCDL
7,No. of shares,759.95,HCDL
8,% ch week,-3.9,HCDL
9,% ch 1-mth,-26.2,HCDL
10,% ch 12-mth,13.3,HCDL
11,52 week H/L,57.5/10.7,HCDL
12,52weekHigh,57.5,HCDL
13,52weekLow,10.7,HCDL
14,Indian Promoters,47.5%,HCDL
15,Foreign collaborators,0.0%,HCDL
16,Indian inst/Mut Fund,14.4%,HCDL
17,FIIs,33.1%,HCDL
18,ADR/GDR,0.0%,HCDL
19,Free float,4.9%,HCDL
20,Shareholders,7457,HCDL
21,Pledged promoter(s) holding,0.0%,HCDL
22,REGD OFF,"Rahejas, 4th Flr, V P Rd, Santacruz (W),Mumbai - 400 054",HCDL
23,E-MAIL,investorgrievance@hathway.net,HCDL
24,TELEPHONE,(022) 2600 1306,HCDL
25,SECTOR,TELECOM CABLES,HCDL
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",HCDL
27,AUDITOR,G. M. Kapadia & Co.,HCDL
28,CHM, Brahmal Vasudevan,HCDL
29,COMP SEC, Ajay Singh,HCDL
30,YEAR OF INC, 1959,HCDL
31,BSE CODE, 533162,HCDL
32,FV (Rs), 2,HCDL
33,DIV YIELD (%), -,HCDL
