,0,1,name
0,Price,7.3,IFCI
1,Mkt Cap,12199.0,IFCI
2,Vol,589.4,IFCI
3,P/E,-10.8,IFCI
4,P/CF,-3.7,IFCI
5,EPS (TTM),-0.7,IFCI
6,% ch,-0.5,IFCI
7,No. of shares,1662.04,IFCI
8,% ch week,3.8,IFCI
9,% ch 1-mth,11.6,IFCI
10,% ch 12-mth,1.1,IFCI
11,52 week H/L,9.3/3.1,IFCI
12,52weekHigh,9.3,IFCI
13,52weekLow,3.1,IFCI
14,Indian Promoters,55.5%,IFCI
15,Foreign collaborators,0.0%,IFCI
16,Indian inst/Mut Fund,13.0%,IFCI
17,FIIs,8.1%,IFCI
18,ADR/GDR,0.0%,IFCI
19,Free float,23.4%,IFCI
20,Shareholders,690058,IFCI
21,Pledged promoter(s) holding,0.0%,IFCI
22,REGD OFF,"IFCI Tower, 61, Nehru Place, New Delhi - 110 019",IFCI
23,E-MAIL,complianceofficer@ifciltd.com,IFCI
24,TELEPHONE,(011) 4173 2000,IFCI
25,SECTOR,INVESTMENT & FINANCE,IFCI
26,TR AGENT,"MCS Ltd., F-65, First Floor, Okhla Indl. Area, Phase-I, New Delhi-20",IFCI
27,AUDITOR,Andros & Co.,IFCI
28,CHM, S. V. Ranganath,IFCI
29,COMP SEC, Rupa Sarkar,IFCI
30,YEAR OF INC, 1948,IFCI
31,BSE CODE, 500106,IFCI
32,FV (Rs), 10,IFCI
33,DIV YIELD (%), -,IFCI
