,0,1,name
0,Price,16.6,ELETST
1,Mkt Cap,5940.0,ELETST
2,Vol,2.8,ELETST
3,P/E,6.0,ELETST
4,P/CF,11.7,ELETST
5,EPS (TTM),2.8,ELETST
6,% ch,0.5,ELETST
7,No. of shares,356.96,ELETST
8,% ch week,7.6,ELETST
9,% ch 1-mth,10.5,ELETST
10,% ch 12-mth,17.3,ELETST
11,52 week H/L,19.0/7.6,ELETST
12,52weekHigh,19.0,ELETST
13,52weekLow,7.6,ELETST
14,Indian Promoters,53.0%,ELETST
15,Foreign collaborators,0.0%,ELETST
16,Indian inst/Mut Fund,8.0%,ELETST
17,FIIs,2.1%,ELETST
18,ADR/GDR,0.6%,ELETST
19,Free float,36.3%,ELETST
20,Shareholders,64600,ELETST
21,Pledged promoter(s) holding,17.3%,ELETST
22,REGD OFF,"Rathod Colony, Rajgangpur, Orissa - 770 017",ELETST
23,E-MAIL,kavita.bhavsar@electrosteel.com,ELETST
24,TELEPHONE,(033) 2283 9990,ELETST
25,SECTOR,STEEL & RELATED,ELETST
26,TR AGENT,"Maheshwari Datamatics, 6, Mangoe Lane, 2nd Floor, Kolkatta-01",ELETST
27,AUDITOR,Lodha & Co.,ELETST
28,CHM, P. K. Khaitan,ELETST
29,COMP SEC, Kavita Bhavsar,ELETST
30,YEAR OF INC, 1955,ELETST
31,BSE CODE, 500128,ELETST
32,FV (Rs), 1,ELETST
33,DIV YIELD (%), -,ELETST
