,0,1,name
0,Price,224.3,GACM
1,Mkt Cap,445281.0,GACM
2,Vol,77.4,GACM
3,P/E,15.8,GACM
4,P/CF,10.8,GACM
5,EPS (TTM),14.2,GACM
6,% ch,-0.8,GACM
7,No. of shares,1985.65,GACM
8,% ch week,2.3,GACM
9,% ch 1-mth,11.6,GACM
10,% ch 12-mth,10.6,GACM
11,52 week H/L,231.9/136.7,GACM
12,52weekHigh,231.9,GACM
13,52weekLow,136.7,GACM
14,Indian Promoters,0.8%,GACM
15,Foreign collaborators,50.5%,GACM
16,Indian inst/Mut Fund,9.4%,GACM
17,FIIs,30.6%,GACM
18,ADR/GDR,1.6%,GACM
19,Free float,8.0%,GACM
20,Shareholders,179823,GACM
21,Pledged promoter(s) holding,0.0%,GACM
22,REGD OFF,"P. O. Ambuja Nagar, Taluka Kodinar, Dist. Junagadh, Gujarat - 362 715",GACM
23,E-MAIL,shares@ambujacement.com,GACM
24,TELEPHONE,(02795) 221 137,GACM
25,SECTOR,CEMENT,GACM
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",GACM
27,AUDITOR,S. R. Batliboi & Co.,GACM
28,CHM, N. S. Sekhsaria,GACM
29,COMP SEC, Rajiv Gandhi,GACM
30,YEAR OF INC, 1981,GACM
31,BSE CODE, 500425,GACM
32,FV (Rs), 2,GACM
33,DIV YIELD (%), 0.7,GACM
