,0,1,name
0,Price,301.1,DHPH
1,Mkt Cap,48588.0,DHPH
2,Vol,460.5,DHPH
3,P/E,25.1,DHPH
4,P/CF,17.3,DHPH
5,EPS (TTM),12.0,DHPH
6,% ch,2.9,DHPH
7,No. of shares,161.39,DHPH
8,% ch week,3.5,DHPH
9,% ch 1-mth,-2.4,DHPH
10,% ch 12-mth,96.4,DHPH
11,52 week H/L,346.3/127.6,DHPH
12,52weekHigh,346.3,DHPH
13,52weekLow,127.6,DHPH
14,Indian Promoters,61.4%,DHPH
15,Foreign collaborators,0.0%,DHPH
16,Indian inst/Mut Fund,3.7%,DHPH
17,FIIs,12.7%,DHPH
18,ADR/GDR,0.0%,DHPH
19,Free float,22.1%,DHPH
20,Shareholders,46261,DHPH
21,Pledged promoter(s) holding,35.8%,DHPH
22,REGD OFF,"Bhadr-Raj Chambers, Swastik Cross Road, Navrangpura, Ahmedabad - 380 009",DHPH
23,E-MAIL,tushar.shah@dishmangroup.com,DHPH
24,TELEPHONE,(079) 2644 3053,DHPH
25,SECTOR,PHARMACEUTICALS,DHPH
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Comp., LBS Marg, Mumbai-78",DHPH
27,AUDITOR,Deloitte Haskins & Sells,DHPH
28,CHM, Janmejay R. Vyas (MD),DHPH
29,COMP SEC, Tushar D. Shah,DHPH
30,YEAR OF INC, 1983,DHPH
31,BSE CODE, 532526,DHPH
32,FV (Rs), 2,DHPH
33,DIV YIELD (%), 0.3,DHPH
