,0,1,name
0,Price,1847.3,HDFC
1,Mkt Cap,3187072.0,HDFC
2,Vol,5.6,HDFC
3,P/E,17.9,HDFC
4,P/CF,5.4,HDFC
5,EPS (TTM),103.0,HDFC
6,% ch,1.0,HDFC
7,No. of shares,1725.31,HDFC
8,% ch week,2.6,HDFC
9,% ch 1-mth,0.3,HDFC
10,% ch 12-mth,-14.0,HDFC
11,52 week H/L,"2,499.7/1,473.1",HDFC
12,52weekHigh,"2,499.7",HDFC
13,52weekLow,"1,473.1",HDFC
14,Indian Promoters,0.0%,HDFC
15,Foreign collaborators,0.0%,HDFC
16,Indian inst/Mut Fund,10.5%,HDFC
17,FIIs,77.6%,HDFC
18,ADR/GDR,0.0%,HDFC
19,Free float,12.0%,HDFC
20,Shareholders,175570,HDFC
21,Pledged promoter(s) holding,0.0%,HDFC
22,REGD OFF,"Ramon House, 169, H. T. Parekh Marg, Backbay Reclamation, Mumbai - 400 020",HDFC
23,E-MAIL,investorcare@hdfc.com,HDFC
24,TELEPHONE,(022) 6141 3900,HDFC
25,SECTOR,INVESTMENT & FINANCE,HDFC
26,TR AGENT,In House,HDFC
27,AUDITOR,Deloitte Haskins & Sells,HDFC
28,CHM, Deepak S. Parekh,HDFC
29,COMP SEC, Girish V. Koliyote,HDFC
30,YEAR OF INC, 1977,HDFC
31,BSE CODE, 500010,HDFC
32,FV (Rs), 2,HDFC
33,DIV YIELD (%), 1.1,HDFC
