,0,1,name
0,Price,2140.6,AMHC
1,Mkt Cap,58202.0,AMHC
2,Vol,2.8,AMHC
3,P/E,49.0,AMHC
4,P/CF,38.0,AMHC
5,EPS (TTM),43.6,AMHC
6,% ch,1.2,AMHC
7,No. of shares,27.19,AMHC
8,% ch week,4.7,AMHC
9,% ch 1-mth,1.5,AMHC
10,% ch 12-mth,31.1,AMHC
11,52 week H/L,"3,375.0/1,538.0",AMHC
12,52weekHigh,"3,375.0",AMHC
13,52weekLow,"1,538.0",AMHC
14,Indian Promoters,1.8%,AMHC
15,Foreign collaborators,72.4%,AMHC
16,Indian inst/Mut Fund,3.7%,AMHC
17,FIIs,1.4%,AMHC
18,ADR/GDR,0.0%,AMHC
19,Free float,20.6%,AMHC
20,Shareholders,14988,AMHC
21,Pledged promoter(s) holding,0.0%,AMHC
22,REGD OFF,"9th Floor, Abhijeet I, Mithakhali Six Roads, Ahmedabad - 380 006",AMHC
23,E-MAIL,compliance.officer@hitachi-hli.com,AMHC
24,TELEPHONE,(079) 2640 2024,AMHC
25,SECTOR,CAPITAL GOODS,AMHC
26,TR AGENT,"Sharepro Services, Devnandan Mall, Ellisbridge, Ahmedabad-06",AMHC
27,AUDITOR,S. R. Batliboi & Assoc.,AMHC
28,CHM, Shinichi lizuka,AMHC
29,COMP SEC, Parag Dave,AMHC
30,YEAR OF INC, 1984,AMHC
31,BSE CODE, 523398,AMHC
32,FV (Rs), 10,AMHC
33,DIV YIELD (%), 0.1,AMHC
