,0,1,name
0,Price,33.7,ADPE
1,Mkt Cap,2863.0,ADPE
2,Vol,423.6,ADPE
3,P/E,5.9,ADPE
4,P/CF,3.6,ADPE
5,EPS (TTM),5.7,ADPE
6,% ch,15.4,ADPE
7,No. of shares,84.97,ADPE
8,% ch week,48.8,ADPE
9,% ch 1-mth,59.0,ADPE
10,% ch 12-mth,-14.0,ADPE
11,52 week H/L,45.0/14.7,ADPE
12,52weekHigh,45.0,ADPE
13,52weekLow,14.7,ADPE
14,Indian Promoters,45.1%,ADPE
15,Foreign collaborators,0.0%,ADPE
16,Indian inst/Mut Fund,0.0%,ADPE
17,FIIs,0.0%,ADPE
18,ADR/GDR,0.0%,ADPE
19,Free float,54.9%,ADPE
20,Shareholders,78566,ADPE
21,Pledged promoter(s) holding,73.4%,ADPE
22,REGD OFF,"Venkatarayapuram, West Godavari Tanuku - 534 215",ADPE
23,E-MAIL,investors@andhrapetrochemicals.com,ADPE
24,TELEPHONE,(08819) 224 075,ADPE
25,SECTOR,PETROCHEMICALS,ADPE
26,TR AGENT,In House,ADPE
27,AUDITOR,Brahmayya & Co.,ADPE
28,CHM, M. R. B. Punja,ADPE
29,COMP SEC, K. Raghu Ram,ADPE
30,YEAR OF INC, 1984,ADPE
31,BSE CODE, 500012,ADPE
32,FV (Rs), 10,ADPE
33,DIV YIELD (%), 4.5,ADPE
