,0,1,name
0,Price,813.0,TRMX
1,Mkt Cap,96877.0,TRMX
2,Vol,0.0,TRMX
3,P/E,45.6,TRMX
4,P/CF,23.1,TRMX
5,EPS (TTM),17.8,TRMX
6,% ch,-0.2,TRMX
7,No. of shares,119.16,TRMX
8,% ch week,2.6,TRMX
9,% ch 1-mth,9.6,TRMX
10,% ch 12-mth,-19.1,TRMX
11,52 week H/L,"1,180.0/644.0",TRMX
12,52weekHigh,"1,180.0",TRMX
13,52weekLow,644.0,TRMX
14,Indian Promoters,62.0%,TRMX
15,Foreign collaborators,0.0%,TRMX
16,Indian inst/Mut Fund,6.8%,TRMX
17,FIIs,16.6%,TRMX
18,ADR/GDR,0.0%,TRMX
19,Free float,14.6%,TRMX
20,Shareholders,26803,TRMX
21,Pledged promoter(s) holding,0.0%,TRMX
22,REGD OFF,"D-13, MIDC Industrial Area, R. D. Agra Road, Chinchwad, Pune - 411 019",TRMX
23,E-MAIL,cservice@thermaxindia.com,TRMX
24,TELEPHONE,(020) 6612 2100,TRMX
25,SECTOR,CAPITAL GOODS,TRMX
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",TRMX
27,AUDITOR,B. K. Khare & Co.,TRMX
28,CHM, Meher Pudumjee,TRMX
29,COMP SEC, Gajanan P. Kulkarni,TRMX
30,YEAR OF INC, 1979,TRMX
31,BSE CODE, 500411,TRMX
32,FV (Rs), 2,TRMX
33,DIV YIELD (%), 0.9,TRMX
