,0,1,name
0,Price,48.4,BOI
1,Mkt Cap,31085.0,BOI
2,Vol,11.8,BOI
3,P/E,3.6,BOI
4,P/CF,0.3,BOI
5,EPS (TTM),13.5,BOI
6,% ch,1.0,BOI
7,No. of shares,642.26,BOI
8,% ch week,3.3,BOI
9,% ch 1-mth,2.0,BOI
10,% ch 12-mth,-27.7,BOI
11,52 week H/L,79.8/30.5,BOI
12,52weekHigh,79.8,BOI
13,52weekLow,30.5,BOI
14,Indian Promoters,66.7%,BOI
15,Foreign collaborators,0.0%,BOI
16,Indian inst/Mut Fund,15.5%,BOI
17,FIIs,10.2%,BOI
18,ADR/GDR,0.0%,BOI
19,Free float,7.7%,BOI
20,Shareholders,240000,BOI
21,Pledged promoter(s) holding,0.0%,BOI
22,REGD OFF,"Star House, C-5, G-Block, Bandra Kurla Complex, Bandra (E), Mumbai - 400 051",BOI
23,E-MAIL,headoffice.share@bankofindia.co.in,BOI
24,TELEPHONE,(022) 6668 4444,BOI
25,SECTOR,BANKING,BOI
26,TR AGENT,"Sharepro Serv., 13AB, Samhita Warehousing, Andheri (E), Mumbai-72",BOI
27,AUDITOR,SRB & Associates,BOI
28,CHM, V. R. Iyer (MD),BOI
29,COMP SEC, Rajeev Bhatia,BOI
30,YEAR OF INC, 1906,BOI
31,BSE CODE, 532149,BOI
32,FV (Rs), 10,BOI
33,DIV YIELD (%), -,BOI
