,0,1,name
0,Price,52.6,HMVL
1,Mkt Cap,3857.0,HMVL
2,Vol,4.3,HMVL
3,P/E,3.2,HMVL
4,P/CF,4.2,HMVL
5,EPS (TTM),16.4,HMVL
6,% ch,2.3,HMVL
7,No. of shares,73.39,HMVL
8,% ch week,7.2,HMVL
9,% ch 1-mth,6.6,HMVL
10,% ch 12-mth,-27.0,HMVL
11,52 week H/L,92.0/35.5,HMVL
12,52weekHigh,92.0,HMVL
13,52weekLow,35.5,HMVL
14,Indian Promoters,74.9%,HMVL
15,Foreign collaborators,0.0%,HMVL
16,Indian inst/Mut Fund,14.3%,HMVL
17,FIIs,3.9%,HMVL
18,ADR/GDR,0.0%,HMVL
19,Free float,6.9%,HMVL
20,Shareholders,6753,HMVL
21,Pledged promoter(s) holding,0.0%,HMVL
22,REGD OFF,"Budh Marg, Patna - 800 001",HMVL
23,E-MAIL,hmvlinvestor@hindustantimes.com,HMVL
24,TELEPHONE,(0612) 222 3434,HMVL
25,SECTOR,MEDIA,HMVL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-86",HMVL
27,AUDITOR,S. R. Batliboi & Co.,HMVL
28,CHM, Shobhana Bhartia,HMVL
29,COMP SEC, Tridib K. Barat,HMVL
30,YEAR OF INC, 1918,HMVL
31,BSE CODE, 533217,HMVL
32,FV (Rs), 10,HMVL
33,DIV YIELD (%), 2.3,HMVL
